use 1800 1809,,use 1810 1819,,use 1820 1829,,use 1830 1839,,use 1840 1849,,use 1850 1859,,use 1860 1869,,use 1870 1879,,use 1880 1889,,use 1890 1899
devil,0.090,bin,0.008,thrash,0.026,deploy,0.046,drink,0.004,fluctuate,0.056,hide,0.059,refine,-0.031,finish,0.023,sling,0.008
wait,0.090,scan,0.008,value,0.026,argue,0.045,air,0.004,calm,0.055,subject,0.059,trap,-0.031,initiate,0.023,stall,0.008
elbow,0.089,whistle,0.008,smother,0.026,intervene,0.045,flatten,0.004,overlook,0.055,fetch,0.059,breast,-0.031,retrieve,0.023,blood,0.008
displace,0.089,repel,0.008,disappear,0.026,nail,0.045,bud,0.004,pump,0.055,blossom,0.059,attack,-0.031,cast,0.023,revise,0.008
waste,0.089,draw,0.008,impair,0.026,accept,0.045,will,0.004,shell,0.054,coast,0.059,advertise,-0.031,display,0.023,exploit,0.007
spin,0.089,entice,0.008,scatter,0.026,bush,0.045,surpass,0.004,sketch,0.054,cool,0.059,wrap,-0.031,swallow,0.023,paddle,0.007
evolve,0.089,patronize,0.008,endear,0.026,treat,0.045,frame,0.004,bat,0.054,light,0.059,shield,-0.031,place,0.023,thatch,0.007
stream,0.089,avert,0.008,perceive,0.026,amount,0.045,blow,0.003,guarantee,0.054,collapse,0.058,describe,-0.031,perform,0.023,satisfy,0.007
sew,0.089,spread,0.008,frighten,0.026,irritate,0.045,weed,0.003,fuel,0.054,adjust,0.058,persecute,-0.031,compound,0.023,graze,0.007
circle,0.089,age,0.008,obey,0.026,mouth,0.045,ally,0.003,flash,0.054,bed,0.058,cleanse,-0.031,warn,0.023,want,0.007
play,0.089,converse,0.008,mutilate,0.026,sight,0.044,pull,0.003,paint,0.054,trip,0.058,humiliate,-0.031,confuse,0.023,enhance,0.007
league,0.088,freeze,0.008,poke,0.026,horse,0.044,salt,0.003,roof,0.054,tuck,0.058,check,-0.031,travel,0.023,manage,0.007
tow,0.088,navigate,0.008,exalt,0.026,abandon,0.044,inspect,0.003,race,0.054,debate,0.058,wipe,-0.031,puzzle,0.022,bound,0.007
crouch,0.088,eliminate,0.008,diffuse,0.026,remove,0.044,congregate,0.003,bottom,0.053,intimate,0.058,issue,-0.031,veil,0.022,work,0.007
coke,0.088,pave,0.007,sweep,0.026,begin,0.044,wait,0.003,riot,0.053,feel,0.058,complain,-0.031,sour,0.022,corner,0.007
ice,0.088,taste,0.007,sleep,0.026,incline,0.044,hound,0.003,eliminate,0.053,place,0.058,shave,-0.031,crew,0.022,dance,0.007
spot,0.088,unload,0.007,trouble,0.026,bleach,0.044,ice,0.003,involve,0.053,contain,0.058,couple,-0.031,screw,0.022,ask,0.007
pose,0.088,frown,0.007,brood,0.026,vest,0.044,jump,0.003,pertain,0.053,cheat,0.058,wend,-0.031,concern,0.022,doctor,0.007
last,0.088,coordinate,0.007,constitute,0.026,damage,0.044,mantle,0.003,hang,0.053,stroll,0.057,deliver,-0.031,try,0.022,flour,0.007
harvest,0.088,pearl,0.007,relapse,0.026,limit,0.044,roof,0.003,leap,0.053,win,0.057,turn,-0.031,wheel,0.022,bay,0.007
seat,0.088,pit,0.007,flatter,0.026,trade,0.044,hiss,0.003,flour,0.053,garden,0.057,intercept,-0.031,challenge,0.022,subdivide,0.007
sit,0.088,ornament,0.007,exhaust,0.026,compete,0.044,shine,0.003,clean,0.053,prey,0.057,inform,-0.031,suit,0.022,decrease,0.007
sign,0.088,test,0.007,push,0.026,intercept,0.044,distract,0.003,rescue,0.053,cook,0.057,say,-0.031,picture,0.022,examine,0.007
saddle,0.087,shift,0.007,convulse,0.026,breed,0.044,perch,0.003,heat,0.052,man,0.057,fair,-0.031,pearl,0.022,structure,0.007
aim,0.087,compound,0.007,hurt,0.026,flare,0.044,assume,0.003,kiss,0.052,mask,0.057,assist,-0.031,wrong,0.022,enrage,0.007
swallow,0.087,climb,0.007,devastate,0.026,breathe,0.044,go,0.003,illuminate,0.052,corner,0.057,chew,-0.031,record,0.022,distribute,0.007
repel,0.087,inherit,0.007,lose,0.026,fetch,0.044,respect,0.003,show,0.052,strike,0.057,stall,-0.031,wax,0.022,cross,0.007
scour,0.087,recline,0.007,upset,0.025,locate,0.043,expect,0.003,forward,0.052,incline,0.057,damp,-0.031,puff,0.022,remain,0.007
wind,0.087,smother,0.007,shrug,0.025,counter,0.043,coat,0.002,pole,0.052,wrap,0.056,detect,-0.032,coordinate,0.022,draw,0.007
classify,0.087,equip,0.007,encircle,0.025,knot,0.043,stall,0.002,terrify,0.052,scale,0.056,access,-0.032,can,0.022,bear,0.007
gain,0.087,chill,0.007,burn,0.025,sprinkle,0.043,rice,0.002,recline,0.052,target,0.056,add,-0.032,dim,0.022,bubble,0.007
skim,0.087,forward,0.007,frost,0.025,fire,0.043,disband,0.002,use,0.052,fan,0.056,weather,-0.032,ignore,0.022,display,0.007
camp,0.087,concede,0.007,propel,0.025,rattle,0.043,sink,0.002,abolish,0.052,work,0.056,stagger,-0.032,drill,0.022,wet,0.007
glare,0.087,stall,0.007,sink,0.025,draw,0.043,overthrow,0.002,saw,0.052,starve,0.056,mature,-0.032,drag,0.022,assess,0.007
convene,0.087,stretch,0.007,transform,0.025,slight,0.043,deface,0.002,arrange,0.051,pour,0.056,pretend,-0.032,kick,0.022,counter,0.007
operate,0.087,bury,0.006,repeat,0.025,present,0.043,grasp,0.002,welcome,0.051,make,0.056,commute,-0.032,reproduce,0.022,plaster,0.007
glitter,0.087,hop,0.006,stride,0.025,coke,0.043,happen,0.002,solve,0.051,unfold,0.056,whistle,-0.032,check,0.022,precede,0.007
lock,0.086,silence,0.006,wheel,0.025,rat,0.043,compound,0.002,cord,0.051,coordinate,0.056,fashion,-0.032,age,0.022,begin,0.007
hurl,0.086,reason,0.006,advantage,0.025,choke,0.043,sound,0.002,map,0.051,list,0.056,receive,-0.032,sack,0.022,click,0.007
shape,0.086,earth,0.006,dye,0.025,land,0.043,spare,0.002,shake,0.051,reel,0.056,exemplify,-0.032,light,0.022,mail,0.006
ferry,0.086,board,0.006,deteriorate,0.025,track,0.042,handle,0.002,stand,0.051,throw,0.056,jam,-0.032,peruse,0.022,shave,0.006
congregate,0.086,clash,0.006,soar,0.025,see,0.042,deform,0.002,moonlight,0.051,bear,0.056,ground,-0.032,bar,0.022,farm,0.006
draw,0.086,stir,0.006,cram,0.025,examine,0.042,trot,0.002,educate,0.051,catch,0.056,curtain,-0.032,shelve,0.022,stray,0.006
rent,0.086,disband,0.006,rout,0.025,thin,0.042,envy,0.002,watch,0.051,circle,0.056,punish,-0.032,withdraw,0.022,ram,0.006
rain,0.086,imprison,0.006,boil,0.025,advertise,0.042,pose,0.002,breast,0.051,weave,0.055,stick,-0.032,group,0.022,feign,0.006
tail,0.086,railroad,0.006,profess,0.025,know,0.042,bellow,0.002,tour,0.051,continue,0.055,indicate,-0.032,spin,0.021,mislead,0.006
drop,0.086,petition,0.006,stimulate,0.025,roast,0.042,caress,0.002,avoid,0.050,book,0.055,define,-0.032,round,0.021,hat,0.006
gag,0.086,attack,0.006,waste,0.025,flood,0.042,condense,0.002,exterminate,0.050,spring,0.055,screen,-0.032,bake,0.021,suffocate,0.006
pale,0.086,sight,0.006,abolish,0.025,practice,0.042,poise,0.002,beam,0.050,flag,0.055,initiate,-0.032,clear,0.021,justify,0.006
knot,0.085,control,0.006,mean,0.025,castle,0.041,decline,0.002,appear,0.050,forward,0.055,interfere,-0.032,glass,0.021,pause,0.006
rice,0.085,perfume,0.006,exist,0.025,spar,0.041,search,0.002,speak,0.050,fix,0.055,choose,-0.032,intimate,0.021,sit,0.006
brace,0.085,bribe,0.006,separate,0.025,stand,0.041,remove,0.002,tire,0.049,steal,0.055,revert,-0.032,avoid,0.021,irritate,0.006
coat,0.085,presume,0.006,deter,0.024,drop,0.041,check,0.002,railroad,0.049,focus,0.055,mistake,-0.032,attach,0.021,route,0.006
branch,0.085,bed,0.006,rescue,0.024,concern,0.041,flour,0.002,group,0.049,disable,0.055,sign,-0.032,bottle,0.021,drag,0.006
read,0.085,feast,0.006,curse,0.024,tackle,0.041,sack,0.002,ask,0.049,surprise,0.055,forward,-0.032,hide,0.021,mass,0.006
downgrade,0.085,retort,0.006,refresh,0.024,course,0.041,abolish,0.002,dry,0.049,understand,0.055,handwrite,-0.032,fluctuate,0.021,investigate,0.006
dust,0.085,pant,0.005,repel,0.024,shake,0.041,habit,0.002,cave,0.049,wait,0.055,crush,-0.032,breeze,0.021,consume,0.006
restructure,0.085,overrule,0.005,squire,0.024,distance,0.041,narrow,0.002,slope,0.049,care,0.055,thin,-0.032,lumber,0.021,stretch,0.006
love,0.085,bottle,0.005,dispense,0.024,saw,0.041,appreciate,0.002,ornament,0.049,post,0.055,quarry,-0.032,educate,0.021,hammer,0.006
roll,0.084,task,0.005,can,0.024,steer,0.041,thread,0.002,rock,0.049,seat,0.055,hear,-0.032,react,0.021,disgust,0.006
snatch,0.084,jar,0.005,strengthen,0.024,foot,0.041,rain,0.001,gather,0.049,mix,0.055,avert,-0.032,hug,0.021,clear,0.006
breathe,0.084,look,0.005,rock,0.024,snap,0.041,cat,0.001,shoe,0.048,arrive,0.055,rename,-0.032,propel,0.021,disable,0.006
unfold,0.084,flog,0.005,vault,0.024,entertain,0.040,let,0.001,shower,0.048,slight,0.055,sketch,-0.033,addict,0.021,sell,0.006
seek,0.084,dislike,0.005,toll,0.024,understand,0.040,initiate,0.001,protest,0.048,upgrade,0.055,break,-0.033,border,0.021,cheek,0.006
wrap,0.084,prevent,0.005,defy,0.024,deepen,0.040,station,0.001,intimate,0.048,impress,0.054,dig,-0.033,dig,0.021,pitch,0.006
dance,0.084,correct,0.005,shallow,0.024,shoe,0.040,ply,0.001,service,0.048,silence,0.054,pitch,-0.033,brew,0.021,overhang,0.006
gear,0.084,dust,0.005,underlie,0.024,climb,0.040,detect,0.001,search,0.048,bread,0.054,sit,-0.033,reveal,0.021,club,0.006
guard,0.084,bubble,0.005,covet,0.024,hang,0.040,sight,0.001,people,0.048,plaster,0.054,cross,-0.033,single,0.021,restrict,0.006
band,0.084,crack,0.005,ail,0.024,organize,0.040,mean,0.001,shape,0.048,kiss,0.054,hit,-0.033,walk,0.021,march,0.006
horse,0.083,provide,0.005,throng,0.024,come,0.040,nestle,0.001,course,0.048,foot,0.054,haunt,-0.033,square,0.021,head,0.006
discard,0.083,exist,0.004,suck,0.024,vote,0.040,erase,0.001,border,0.048,guard,0.054,shoot,-0.033,hatch,0.021,post,0.006
jar,0.083,displease,0.004,compose,0.024,range,0.040,pale,0.001,progress,0.048,lower,0.054,crave,-0.033,side,0.021,marvel,0.006
pirate,0.083,try,0.004,diminish,0.024,pirate,0.040,issue,0.001,brand,0.048,rattle,0.054,pain,-0.033,pump,0.021,limit,0.006
line,0.083,break,0.004,sober,0.024,chance,0.039,cement,0.001,bottle,0.048,number,0.054,distance,-0.033,fish,0.021,seat,0.006
commute,0.083,observe,0.004,satisfy,0.024,throw,0.039,control,0.001,contradict,0.048,strand,0.054,route,-0.033,loom,0.020,gun,0.006
disguise,0.083,smash,0.004,assay,0.024,crop,0.039,enact,0.001,trip,0.048,slope,0.054,loiter,-0.033,fashion,0.020,tip,0.006
lace,0.083,give,0.004,lave,0.024,devastate,0.039,second,0.001,shill,0.048,parade,0.054,rack,-0.033,smash,0.020,speed,0.005
fit,0.083,pass,0.004,melt,0.024,interrupt,0.039,run,0.001,load,0.048,bother,0.054,intervene,-0.033,force,0.020,yell,0.005
bask,0.083,rush,0.004,seize,0.024,ejaculate,0.039,freeze,0.001,train,0.047,freeze,0.054,allow,-0.033,flame,0.020,mouth,0.005
beat,0.083,fence,0.004,soften,0.023,stumble,0.038,taste,0.001,foam,0.047,spin,0.053,tame,-0.033,corner,0.020,capture,0.005
farm,0.082,track,0.004,refer,0.023,sex,0.038,appropriate,0.001,fascinate,0.047,confuse,0.053,wall,-0.033,chew,0.020,channel,0.005
open,0.082,clean,0.004,strain,0.023,battle,0.038,attack,0.000,overflow,0.047,bite,0.053,exhaust,-0.033,dot,0.020,reduce,0.005
grope,0.082,circle,0.004,tat,0.023,carve,0.038,alienate,0.000,dye,0.047,eye,0.053,polish,-0.033,run,0.020,total,0.005
necessitate,0.082,touch,0.004,scrap,0.023,think,0.038,thin,0.000,imitate,0.047,eject,0.053,bite,-0.033,trim,0.020,prevent,0.005
upgrade,0.082,emerge,0.004,vent,0.023,lose,0.038,risk,0.000,correct,0.047,feast,0.053,hurl,-0.033,stop,0.020,discourage,0.005
deface,0.082,brim,0.004,hesitate,0.023,repel,0.038,pal,0.000,want,0.047,dye,0.053,compensate,-0.033,vest,0.020,splash,0.005
fight,0.082,lift,0.004,publish,0.023,stay,0.038,assist,0.000,chalk,0.047,squeeze,0.053,premise,-0.033,stoop,0.020,continue,0.005
distress,0.082,fry,0.004,risk,0.023,fashion,0.038,exercise,0.000,card,0.046,crawl,0.053,stream,-0.033,hit,0.020,hop,0.005
abandon,0.082,throw,0.003,darken,0.023,discourage,0.038,press,0.000,encourage,0.046,possess,0.053,contest,-0.033,route,0.020,exclude,0.005
swamp,0.082,evade,0.003,starve,0.023,reveal,0.038,clash,0.000,grip,0.046,stand,0.053,question,-0.033,spar,0.020,wash,0.005
vest,0.082,can,0.003,proclaim,0.023,dip,0.038,shift,0.000,boot,0.046,camp,0.053,ask,-0.033,appear,0.020,rally,0.005
press,0.082,focus,0.003,devote,0.023,cave,0.037,deduce,0.000,accommodate,0.046,suit,0.052,examine,-0.033,lounge,0.020,ornament,0.005
rave,0.082,narrow,0.003,intrude,0.023,nurse,0.037,retrieve,0.000,reason,0.046,struggle,0.052,believe,-0.033,handwrite,0.020,row,0.005
can,0.082,rejoin,0.003,dun,0.023,reflect,0.037,achieve,0.000,twist,0.046,chance,0.052,sweep,-0.033,back,0.020,press,0.005
feign,0.082,sit,0.003,wreathe,0.023,silence,0.037,pinch,0.000,smell,0.046,celebrate,0.052,support,-0.033,tap,0.020,favor,0.005
hang,0.082,wine,0.003,savage,0.023,beard,0.037,angle,0.000,ease,0.046,horse,0.052,seem,-0.033,subdivide,0.020,exemplify,0.005
hawk,0.081,file,0.003,extricate,0.022,hate,0.037,tone,0.000,pet,0.046,castle,0.052,bat,-0.033,float,0.020,whistle,0.005
scream,0.081,continue,0.003,conceive,0.022,seat,0.037,coil,-0.000,average,0.046,age,0.052,size,-0.033,relax,0.020,will,0.005
treat,0.081,include,0.003,ping,0.022,appropriate,0.037,locate,-0.000,coat,0.046,crook,0.052,corner,-0.033,flap,0.020,refuse,0.005
stall,0.081,mix,0.003,single,0.022,add,0.037,guess,-0.000,discourage,0.046,shore,0.052,scrap,-0.033,carry,0.020,admire,0.005
collect,0.081,force,0.003,unite,0.022,rush,0.037,climb,-0.000,top,0.046,wrestle,0.052,bob,-0.034,empower,0.020,traverse,0.005
cup,0.080,line,0.003,suppress,0.022,shoot,0.037,gain,-0.000,parallel,0.046,square,0.052,retail,-0.034,write,0.020,pass,0.005
surround,0.080,tumble,0.003,dissipate,0.022,overlook,0.037,lose,-0.000,drop,0.046,fly,0.052,square,-0.034,shift,0.020,cancel,0.005
go,0.080,hint,0.003,bustle,0.022,hat,0.037,advise,-0.000,anticipate,0.046,cheer,0.052,dart,-0.034,angle,0.020,rack,0.005
chalk,0.080,fire,0.003,undergo,0.022,create,0.037,dash,-0.000,tolerate,0.045,produce,0.052,lean,-0.034,mud,0.020,rid,0.005
list,0.080,rid,0.003,thunder,0.022,sense,0.037,chance,-0.000,check,0.045,spell,0.052,appropriate,-0.034,license,0.020,gear,0.005
bank,0.080,issue,0.003,elude,0.022,swing,0.037,milk,-0.001,swim,0.045,brand,0.052,discourage,-0.034,blue,0.019,shower,0.005
fetch,0.080,hurl,0.003,bewilder,0.022,crawl,0.036,shallow,-0.001,choke,0.045,carry,0.052,match,-0.034,crash,0.019,ruin,0.005
exchange,0.080,store,0.003,yell,0.022,grin,0.036,imitate,-0.001,speed,0.045,rack,0.052,demolish,-0.034,frame,0.019,breast,0.005
sadden,0.080,disapprove,0.003,tempt,0.022,braid,0.036,people,-0.001,cup,0.045,winter,0.051,envelop,-0.034,foot,0.019,grind,0.005
tire,0.080,curb,0.003,chop,0.022,can,0.036,yoke,-0.001,deepen,0.045,tour,0.051,guard,-0.034,peer,0.019,abuse,0.005
cement,0.080,pirate,0.002,fin,0.022,challenge,0.036,like,-0.001,dot,0.045,gaze,0.051,creep,-0.034,smooth,0.019,weed,0.005
use,0.080,convey,0.002,adopt,0.022,riot,0.036,retail,-0.001,weave,0.045,will,0.051,saturate,-0.034,bottom,0.019,gather,0.005
gaze,0.080,append,0.002,beget,0.022,mature,0.036,gather,-0.001,bag,0.044,organize,0.051,head,-0.034,stock,0.019,forward,0.005
promote,0.080,reveal,0.002,demolish,0.022,feel,0.036,resolve,-0.001,number,0.044,land,0.051,brand,-0.034,brim,0.019,fire,0.005
book,0.080,help,0.002,appoint,0.022,flag,0.036,bristle,-0.001,fry,0.044,revoke,0.051,operate,-0.034,bat,0.019,hurl,0.005
trade,0.080,dissent,0.002,multiply,0.022,huddle,0.036,wear,-0.001,react,0.044,bask,0.051,host,-0.034,character,0.019,steer,0.005
pledge,0.080,hammer,0.002,confess,0.022,fort,0.036,burn,-0.001,style,0.044,glow,0.051,pop,-0.034,exhaust,0.019,strand,0.005
copy,0.080,pet,0.002,alight,0.022,adapt,0.036,conflict,-0.001,waste,0.044,depart,0.051,pervert,-0.034,cleanse,0.019,spot,0.005
deck,0.080,web,0.002,waft,0.022,pain,0.036,bleach,-0.001,coach,0.044,live,0.051,carve,-0.034,operate,0.019,side,0.005
thread,0.080,rob,0.001,equal,0.021,object,0.036,reopen,-0.001,bell,0.043,deface,0.051,disguise,-0.034,deck,0.019,cool,0.005
touch,0.079,elicit,0.001,deform,0.021,consume,0.036,talk,-0.001,tail,0.043,separate,0.051,worsen,-0.034,ping,0.019,cap,0.004
crawl,0.079,hamper,0.001,irritate,0.021,slump,0.035,consume,-0.001,grass,0.043,shield,0.051,bounce,-0.034,load,0.019,sharpen,0.004
middle,0.079,humiliate,0.001,discourse,0.021,breakfast,0.035,wrinkle,-0.001,rail,0.043,object,0.051,wax,-0.034,start,0.019,decorate,0.004
succumb,0.079,gaze,0.001,rain,0.021,bottle,0.035,waste,-0.001,pitch,0.043,play,0.051,disclose,-0.035,fruit,0.019,parallel,0.004
fire,0.079,deck,0.001,step,0.021,burn,0.035,hem,-0.001,block,0.043,initiate,0.050,mouth,-0.035,treat,0.019,bottom,0.004
fund,0.079,breathe,0.001,power,0.021,show,0.035,discontinue,-0.001,learn,0.043,hill,0.050,restrain,-0.035,jump,0.019,confront,0.004
mutilate,0.079,slash,0.001,despair,0.021,brush,0.035,heal,-0.001,dust,0.043,hug,0.050,confront,-0.035,steer,0.019,kill,0.004
smuggle,0.079,bite,0.000,lament,0.021,defend,0.035,scream,-0.001,locate,0.043,flash,0.050,trim,-0.035,cancel,0.019,pave,0.004
communicate,0.079,allow,0.000,blot,0.021,deteriorate,0.035,skirt,-0.001,brush,0.043,cruise,0.050,include,-0.035,rent,0.019,milk,0.004
mud,0.079,say,0.000,down,0.021,thread,0.035,feed,-0.002,subdivide,0.043,trade,0.050,paddle,-0.035,blow,0.018,seem,0.004
wax,0.079,interpret,0.000,lock,0.021,weave,0.035,skin,-0.002,repair,0.043,absorb,0.050,dictate,-0.035,cord,0.018,act,0.004
breast,0.079,evolve,0.000,sow,0.021,patch,0.035,impair,-0.002,suck,0.043,surround,0.050,favor,-0.035,yell,0.018,forge,0.004
station,0.078,trail,-0.000,correct,0.021,boom,0.035,caution,-0.002,change,0.043,rake,0.050,assume,-0.035,pour,0.018,squat,0.004
hook,0.078,degrade,0.000,adjourn,0.021,question,0.035,sober,-0.002,chuckle,0.042,accelerate,0.050,patch,-0.035,quarry,0.018,age,0.004
pride,0.078,demolish,-0.000,avert,0.021,wander,0.034,stride,-0.002,pale,0.042,clean,0.050,assess,-0.035,drink,0.018,pump,0.004
fly,0.078,start,-0.000,devolve,0.021,sit,0.034,respond,-0.002,wear,0.042,force,0.050,lift,-0.035,prepare,0.018,implement,0.004
bake,0.078,alarm,-0.001,ennoble,0.021,drink,0.034,lap,-0.002,front,0.042,grasp,0.050,carpet,-0.035,face,0.018,time,0.004
connect,0.077,gravel,-0.001,lash,0.021,wrap,0.034,unload,-0.002,dash,0.042,resemble,0.050,create,-0.035,saturate,0.018,express,0.004
hurt,0.077,grasp,-0.001,affirm,0.021,better,0.034,muffle,-0.002,square,0.042,size,0.050,refer,-0.035,smell,0.018,look,0.004
card,0.077,progress,-0.001,redouble,0.021,implement,0.034,pearl,-0.002,shallow,0.042,bottom,0.050,shed,-0.035,cool,0.018,struggle,0.004
rail,0.077,gate,-0.001,blow,0.021,poke,0.034,embrace,-0.003,notice,0.042,pain,0.049,smell,-0.035,accelerate,0.018,store,0.004
foot,0.076,interrupt,-0.001,quicken,0.021,grind,0.034,fix,-0.003,urge,0.042,begin,0.049,shelter,-0.035,work,0.018,preclude,0.004
patronize,0.076,annoy,-0.001,acquit,0.021,wield,0.033,pollute,-0.003,stuff,0.042,venture,0.049,waste,-0.035,release,0.018,make,0.004
spread,0.076,smite,-0.001,inflame,0.021,surprise,0.033,steam,-0.003,pride,0.042,snow,0.049,understand,-0.036,adapt,0.018,propel,0.004
crop,0.076,suggest,-0.001,proceed,0.021,eat,0.033,puzzle,-0.003,seduce,0.042,suffocate,0.049,stab,-0.036,fox,0.018,demolish,0.004
exercise,0.076,change,-0.001,increase,0.021,clash,0.033,crouch,-0.003,pin,0.042,earn,0.049,contradict,-0.036,wall,0.018,beam,0.004
inspect,0.075,disable,-0.001,ripen,0.021,creep,0.033,kick,-0.003,rid,0.042,advertise,0.049,engage,-0.036,overflow,0.018,stipulate,0.004
shelter,0.075,anticipate,-0.001,tread,0.021,pet,0.033,specify,-0.003,head,0.041,raise,0.049,permit,-0.036,evolve,0.018,pollute,0.004
implement,0.075,contest,-0.002,dictate,0.021,scrap,0.033,beam,-0.003,strand,0.041,brush,0.049,mock,-0.036,forge,0.018,possess,0.004
react,0.075,twist,-0.002,awaken,0.021,wear,0.033,advantage,-0.003,hop,0.041,lumber,0.049,work,-0.036,crouch,0.018,attack,0.004
wet,0.075,convert,-0.002,oppress,0.021,gather,0.033,purify,-0.003,stir,0.041,breed,0.049,range,-0.036,breed,0.018,pour,0.004
sketch,0.075,rail,-0.002,yoke,0.021,light,0.033,offset,-0.003,perfect,0.041,worry,0.049,card,-0.036,build,0.018,worsen,0.004
silence,0.075,chatter,-0.002,frown,0.021,store,0.033,flame,-0.003,equip,0.040,web,0.048,fuel,-0.036,crush,0.018,front,0.004
unload,0.075,edge,-0.002,flame,0.021,shrug,0.033,catch,-0.003,smuggle,0.040,congregate,0.048,fill,-0.036,spring,0.018,roast,0.004
sex,0.075,mask,-0.002,condemn,0.021,hatch,0.032,flush,-0.003,shatter,0.040,dine,0.048,fancy,-0.036,shrug,0.018,narrow,0.003
bear,0.075,question,-0.003,contribute,0.021,storm,0.032,ease,-0.003,scent,0.040,destroy,0.048,answer,-0.036,suck,0.018,level,0.003
stock,0.074,route,-0.003,enact,0.021,carpet,0.032,migrate,-0.003,contemplate,0.040,converse,0.048,shoulder,-0.036,remove,0.018,recess,0.003
shake,0.074,bleach,-0.003,quell,0.021,isolate,0.032,reach,-0.003,hamper,0.039,rob,0.048,withdraw,-0.036,prey,0.018,interfere,0.003
blue,0.074,cancel,-0.003,dissatisfy,0.021,cool,0.032,even,-0.003,eye,0.039,wear,0.048,slop,-0.036,squat,0.018,block,0.003
foil,0.074,ejaculate,-0.003,crave,0.021,board,0.032,glide,-0.003,down,0.039,spot,0.048,spot,-0.036,catch,0.018,control,0.003
look,0.074,sharpen,-0.003,parch,0.021,escape,0.032,quiver,-0.003,face,0.039,harvest,0.048,mitigate,-0.036,test,0.017,accrue,0.003
include,0.074,shop,-0.003,blaze,0.020,spread,0.032,realize,-0.003,find,0.039,paint,0.048,exploit,-0.037,lie,0.017,respond,0.003
converse,0.074,swallow,-0.003,sicken,0.020,stipulate,0.032,stumble,-0.003,satisfy,0.039,advantage,0.048,hurt,-0.037,isolate,0.017,water,0.003
bang,0.074,scale,-0.003,revoke,0.020,even,0.032,complete,-0.003,carpet,0.039,fashion,0.047,call,-0.037,store,0.017,chalk,0.003
float,0.074,cat,-0.003,kick,0.020,drown,0.032,exchange,-0.003,grasp,0.038,bat,0.047,squat,-0.037,divorce,0.017,spin,0.003
haul,0.074,lease,-0.003,heave,0.020,border,0.032,yell,-0.004,draw,0.038,travel,0.047,slide,-0.037,do,0.017,incorporate,0.003
